survived,pclass,sex,age,sibsp,parch,fare,embarked,adult_male,embark_town,alone,age_z,fare_z
0,1,male,28.0,0,0,26.0,S,True,Southampton,True,-0.10128291979289035,-0.12267579551958825
0,3,male,33.0,0,0,8.6625,C,True,Cherbourg,True,0.2837787722445368,-0.4715363718880328
1,3,male,30.0,0,0,9.5,S,True,Southampton,True,0.05274175702208052,-0.4546844190281296
0,3,male,22.0,0,0,7.8958,S,True,Southampton,True,-0.563356950237803,-0.486963705927063
1,2,male,42.0,0,0,13.0,S,True,Southampton,True,0.9768898179119057,-0.38425834737480263
1,3,female,22.0,0,0,7.75,Q,False,Queenstown,True,-0.563356950237803,-0.4898974548547931
1,1,female,26.0,0,0,78.85,S,False,Southampton,True,-0.25530759660786123,0.9407578864456486
1,1,female,19.0,1,0,91.0792,C,False,Cherbourg,False,-0.7943939654602592,1.1868306051493247
0,2,male,36.0,0,0,12.875,C,True,Cherbourg,True,0.5148157874669931,-0.3867735642195643
0,3,female,24.0,0,0,8.85,S,False,Southampton,True,-0.40933227342283207,-0.46776354662089026
0,3,male,24.0,0,0,7.8958,S,True,Southampton,True,-0.40933227342283207,-0.486963705927063
0,1,male,28.0,0,0,27.7208,C,True,Cherbourg,True,-0.10128291979289035,-0.08805031434786109
0,3,male,23.5,0,0,7.2292,C,True,Cherbourg,True,-0.4478384426265748,-0.5003768543168081
0,1,female,2.0,1,2,151.55,S,False,Southampton,False,-2.1036037183875114,2.40360800335904
1,1,male,28.0,0,0,30.5,S,True,Southampton,True,-0.10128291979289035,-0.03212798910816789
1,1,female,50.0,0,1,247.5208,C,False,Cherbourg,False,1.5929885251717892,4.334706985481072
1,3,female,28.0,0,0,7.75,Q,False,Queenstown,True,-0.10128291979289035,-0.4898974548547931
1,3,male,28.0,2,0,23.25,Q,True,Queenstown,False,-0.10128291979289035,-0.17801056610434515
0,3,male,19.0,0,0,0.0,S,True,Southampton,True,-0.7943939654602592,-0.6458408992300171
1,2,female,28.0,0,0,12.35,Q,False,Queenstown,True,-0.10128291979289035,-0.39733747496756333
0,3,male,28.0,0,0,8.05,S,True,Southampton,True,-0.10128291979289035,-0.48386093442736505
1,1,male,0.92,1,2,151.55,S,False,Southampton,False,-2.1867770438675955,2.40360800335904
1,1,female,28.0,0,0,110.8833,C,False,Cherbourg,True,-0.10128291979289035,1.5853234524720827
1,1,female,17.0,1,0,108.9,C,False,Cherbourg,False,-0.9484186422752301,1.5454160159263557
0,2,male,30.0,1,0,24.0,C,True,Cherbourg,False,0.05274175702208052,-0.16291926503577508
1,1,female,30.0,0,0,56.9292,C,False,Cherbourg,True,0.05274175702208052,0.49967336316043465
1,1,female,24.0,0,0,83.1583,C,False,Cherbourg,True,-0.40933227342283207,1.0274483563039425
1,1,female,18.0,2,2,262.375,C,False,Cherbourg,False,-0.8714063038677446,4.633599257924742
0,2,female,26.0,1,1,26.0,S,False,Southampton,False,-0.25530759660786123,-0.12267579551958825
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
0,2,male,43.0,1,1,26.25,S,True,Southampton,False,1.053902156319391,-0.1176453618300649
1,3,female,26.0,0,0,7.8542,S,False,Southampton,True,-0.25530759660786123,-0.48780077009299977
1,2,female,24.0,1,0,26.0,S,False,Southampton,False,-0.40933227342283207,-0.12267579551958825
0,2,male,54.0,0,0,14.0,S,True,Southampton,True,1.9010378788017308,-0.3641366126167092
1,1,female,31.0,0,2,164.8667,S,False,Southampton,False,0.12975409542956595,2.6715631086121427
1,1,female,40.0,1,1,134.5,C,False,Cherbourg,False,0.8228651410969349,2.060532425733547
0,3,male,22.0,0,0,7.25,S,True,Southampton,True,-0.563356950237803,-0.4999583222338398
0,3,male,27.0,0,0,7.8958,S,True,Southampton,True,-0.17829525820037578,-0.486963705927063
1,2,female,30.0,0,0,12.35,Q,False,Queenstown,True,0.05274175702208052,-0.39733747496756333
1,2,female,22.0,1,1,29.0,S,False,Southampton,False,-0.563356950237803,-0.06231059124530801
0,3,male,28.0,8,2,69.55,S,True,Southampton,False,-0.10128291979289035,0.7536257531953799
1,1,female,36.0,0,0,135.6333,C,False,Cherbourg,True,0.5148157874669931,2.083336387734894
0,3,male,61.0,0,0,6.2375,S,True,Southampton,True,2.4401242476541287,-0.5203315786764093
1,2,female,36.0,0,0,13.0,S,False,Southampton,True,0.5148157874669931,-0.38425834737480263
1,3,female,31.0,1,1,20.525,S,False,Southampton,False,0.12975409542956595,-0.23284229332014972
1,1,female,16.0,0,1,57.9792,C,False,Cherbourg,False,-1.0254309806827155,0.5208011846564327
1,3,female,28.0,2,0,23.25,Q,False,Queenstown,False,-0.10128291979289035,-0.17801056610434515
0,1,male,45.5,0,0,28.5,S,True,Southampton,True,1.2464330023381047,-0.0723714586243547
0,1,male,38.0,0,1,153.4625,S,True,Southampton,False,0.668840464281964,2.4420908210838936
0,3,male,16.0,2,0,18.0,S,True,Southampton,False,-1.0254309806827155,-0.28364967358433557
1,1,female,28.0,1,0,133.65,S,False,Southampton,False,-0.10128291979289035,2.043428951189168
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
0,1,male,29.0,1,0,66.6,S,True,Southampton,False,-0.024270581385404912,0.6942666356590043
1,1,female,41.0,0,0,134.5,C,False,Cherbourg,True,0.8998774795044203,2.060532425733547
1,3,male,45.0,0,0,8.05,S,True,Southampton,True,1.207926833134362,-0.48386093442736505
0,1,male,45.0,0,0,35.5,S,True,Southampton,True,1.207926833134362,0.06848068468229919
1,2,male,2.0,1,1,26.0,S,False,Southampton,False,-2.1036037183875114,-0.12267579551958825
1,1,female,24.0,3,2,263.0,S,False,Southampton,False,-0.40933227342283207,4.646175342148551
0,2,male,28.0,0,0,13.0,S,True,Southampton,True,-0.10128291979289035,-0.38425834737480263
0,2,male,25.0,0,0,13.0,S,True,Southampton,True,-0.3323199350153466,-0.38425834737480263
0,2,male,36.0,0,0,13.0,S,True,Southampton,True,0.5148157874669931,-0.38425834737480263
1,2,female,24.0,0,0,13.0,S,False,Southampton,True,-0.40933227342283207,-0.38425834737480263
1,2,female,40.0,0,0,13.0,S,False,Southampton,True,0.8228651410969349,-0.38425834737480263
1,3,female,28.0,1,0,16.1,S,False,Southampton,False,-0.10128291979289035,-0.321880969624713
1,3,male,3.0,1,1,15.9,S,False,Southampton,False,-2.026591379980026,-0.32590531657633176
0,3,male,42.0,0,0,8.6625,S,True,Southampton,True,0.9768898179119057,-0.4715363718880328
0,3,male,23.0,0,0,9.225,S,True,Southampton,True,-0.4863446118303175,-0.46021789608660524
0,1,male,28.0,0,0,35.0,S,True,Southampton,True,-0.10128291979289035,0.058419817303252485
0,3,male,15.0,1,1,7.2292,C,False,Cherbourg,False,-1.102443319090201,-0.5003768543168081
0,3,male,25.0,1,0,17.8,S,True,Southampton,False,-0.3323199350153466,-0.28767402053595426
0,3,male,28.0,0,0,7.225,C,True,Cherbourg,True,-0.10128291979289035,-0.5004613656027921
0,3,male,28.0,0,0,9.5,S,True,Southampton,True,-0.10128291979289035,-0.4546844190281296
1,1,female,22.0,0,1,55.0,S,False,Southampton,False,-0.563356950237803,0.46085451246512077
0,2,female,38.0,0,0,13.0,S,False,Southampton,True,0.668840464281964,-0.38425834737480263
1,3,female,28.0,0,0,7.8792,Q,False,Queenstown,True,-0.10128291979289035,-0.48729772672404736
1,3,female,28.0,0,0,7.8792,Q,False,Queenstown,True,-0.10128291979289035,-0.48729772672404736
0,3,male,40.0,1,4,27.9,S,True,Southampton,False,0.8228651410969349,-0.08444449947921079
0,2,male,29.0,1,0,27.7208,C,True,Cherbourg,False,-0.024270581385404912,-0.08805031434786109
0,3,female,45.0,0,1,14.4542,C,False,Cherbourg,False,1.207926833134362,-0.3549973206895832
0,3,male,35.0,0,0,7.05,S,True,Southampton,True,0.4378034490595077,-0.5039826691854584
0,3,male,28.0,1,0,15.5,Q,True,Queenstown,False,-0.10128291979289035,-0.33395401047956913
0,3,male,30.0,0,0,7.25,S,True,Southampton,True,0.05274175702208052,-0.4999583222338398
1,1,female,60.0,1,0,75.25,C,False,Cherbourg,False,2.3631119092466433,0.8683196413165124
1,3,female,28.0,0,0,7.2292,C,False,Cherbourg,True,-0.10128291979289035,-0.5003768543168081
1,3,female,28.0,0,0,7.75,Q,False,Queenstown,True,-0.10128291979289035,-0.4898974548547931
1,1,female,24.0,0,0,69.3,C,False,Cherbourg,True,-0.40933227342283207,0.7485953195058566
1,1,male,25.0,1,0,55.4417,C,True,Cherbourg,False,-0.3323199350153466,0.4697422827077706
0,3,male,18.0,1,0,6.4958,S,True,Southampton,False,-0.8714063038677446,-0.5151341345883939
0,3,male,19.0,0,0,8.05,S,True,Southampton,True,-0.7943939654602592,-0.48386093442736505
0,1,male,22.0,0,0,135.6333,C,True,Cherbourg,True,-0.563356950237803,2.083336387734894
0,3,female,3.0,3,1,21.075,S,False,Southampton,False,-2.026591379980026,-0.22177533920319834
1,1,female,28.0,1,0,82.1708,C,False,Cherbourg,False,-0.10128291979289035,1.0075781432303252
1,3,female,22.0,0,0,7.25,S,False,Southampton,True,-0.563356950237803,-0.4999583222338398
0,1,male,27.0,0,2,211.5,C,True,Cherbourg,False,-0.17829525820037578,3.60990600210674
0,3,male,20.0,0,0,4.0125,C,True,Cherbourg,True,-0.7173816270527738,-0.5651024385131672
0,3,male,19.0,0,0,7.775,S,True,Southampton,True,-0.7943939654602592,-0.4893944114858408
1,1,female,42.0,0,0,227.525,C,False,Cherbourg,True,0.9768898179119057,3.932356801605187
1,3,female,1.0,0,2,15.7417,C,False,Cherbourg,False,-2.180616056794997,-0.3290905871885379
0,3,male,32.0,0,0,7.925,S,True,Southampton,True,0.20676643383705137,-0.4863761512721267
1,1,female,35.0,1,0,52.0,S,False,Southampton,False,0.4378034490595077,0.40048930819084055
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
0,2,male,18.0,0,0,73.5,S,True,Southampton,True,-0.8714063038677446,0.8331066054898489
0,3,male,1.0,5,2,46.9,S,False,Southampton,False,-2.180616056794997,0.2978684609245641
1,2,female,36.0,0,0,13.0,S,False,Southampton,True,0.5148157874669931,-0.38425834737480263
0,3,male,28.0,0,0,7.7292,Q,True,Queenstown,True,-0.10128291979289035,-0.49031598693776146
1,2,female,17.0,0,0,12.0,C,False,Cherbourg,True,-0.9484186422752301,-0.40438008213289606
1,1,male,36.0,1,2,120.0,S,True,Southampton,False,0.5148157874669931,1.7687672717411926
1,3,male,21.0,0,0,7.7958,S,True,Southampton,True,-0.6403692886452884,-0.4889758794028724
0,3,male,28.0,2,0,7.925,S,True,Southampton,False,-0.10128291979289035,-0.4863761512721267
1,1,female,23.0,1,0,113.275,C,False,Cherbourg,False,-0.4863446118303175,1.6334486054930144
1,3,female,24.0,0,2,16.7,S,False,Southampton,False,-0.40933227342283207,-0.309807928769857
0,3,male,22.0,0,0,7.7958,S,True,Southampton,True,-0.563356950237803,-0.4889758794028724
0,3,female,31.0,0,0,7.8542,S,False,Southampton,True,0.12975409542956595,-0.48780077009299977
0,2,male,46.0,0,0,26.0,S,True,Southampton,True,1.2849391715418474,-0.12267579551958825
0,2,male,23.0,0,0,10.5,S,True,Southampton,True,-0.4863446118303175,-0.4345626842700362
1,2,female,28.0,0,0,12.65,S,False,Southampton,True,-0.10128291979289035,-0.39130095454013536
1,3,male,39.0,0,0,7.925,S,True,Southampton,True,0.7458528026894494,-0.4863761512721267
0,3,male,26.0,0,0,8.05,S,True,Southampton,True,-0.25530759660786123,-0.48386093442736505
0,3,female,21.0,1,0,9.825,S,False,Southampton,False,-0.6403692886452884,-0.44814485523174924
0,3,male,28.0,1,0,15.85,S,True,Southampton,False,-0.10128291979289035,-0.3269114033142364
0,3,female,20.0,0,0,8.6625,S,False,Southampton,True,-0.7173816270527738,-0.4715363718880328
0,2,male,34.0,1,0,21.0,S,True,Southampton,False,0.36079111065202224,-0.22328446931005533
0,3,male,51.0,0,0,7.75,S,True,Southampton,True,1.6700008635792747,-0.4898974548547931
1,2,male,3.0,1,1,18.75,S,False,Southampton,False,-2.026591379980026,-0.26855837251576553
0,3,male,21.0,0,0,7.775,S,True,Southampton,True,-0.6403692886452884,-0.4893944114858408
0,3,female,28.0,3,1,25.4667,S,False,Southampton,False,-0.10128291979289035,-0.13340671666607948
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
0,3,male,28.0,0,0,6.8583,Q,True,Queenstown,True,-0.10128291979289035,-0.507840005738585
1,1,female,33.0,1,0,90.0,Q,False,Queenstown,False,0.2837787722445368,1.1651152289983904
0,2,male,28.0,0,0,0.0,S,True,Southampton,True,-0.10128291979289035,-0.6458408992300171
1,3,male,44.0,0,0,7.925,S,True,Southampton,True,1.1309144947268766,-0.4863761512721267
0,3,female,28.0,0,0,8.05,S,False,Southampton,True,-0.10128291979289035,-0.48386093442736505
1,2,female,34.0,1,1,32.5,S,False,Southampton,False,0.36079111065202224,0.008115480408018946
1,2,female,18.0,0,2,13.0,S,False,Southampton,False,-0.8714063038677446,-0.38425834737480263
0,2,male,30.0,0,0,13.0,S,True,Southampton,True,0.05274175702208052,-0.38425834737480263
0,3,female,10.0,0,2,24.15,S,False,Southampton,False,-1.487505011127628,-0.1599010048220611
0,3,male,28.0,0,0,7.8958,C,True,Cherbourg,True,-0.10128291979289035,-0.486963705927063
0,3,male,21.0,0,0,7.7333,Q,True,Queenstown,True,-0.6403692886452884,-0.4902334878252532
0,3,male,29.0,0,0,7.875,S,True,Southampton,True,-0.024270581385404912,-0.4873822380100314
0,3,female,28.0,1,1,14.4,S,False,Southampton,False,-0.10128291979289035,-0.3560879187134719
0,3,male,18.0,1,1,20.2125,S,True,Southampton,False,-0.8714063038677446,-0.23913033543205392
0,3,male,28.0,0,0,7.25,S,True,Southampton,True,-0.10128291979289035,-0.4999583222338398
1,2,female,28.0,1,0,26.0,S,False,Southampton,False,-0.10128291979289035,-0.12267579551958825
1,2,female,19.0,0,0,26.0,S,False,Southampton,True,-0.7943939654602592,-0.12267579551958825
0,3,male,28.0,0,0,7.75,Q,True,Queenstown,True,-0.10128291979289035,-0.4898974548547931
1,3,male,32.0,0,0,8.05,S,True,Southampton,True,0.20676643383705137,-0.48386093442736505
1,1,male,28.0,0,0,26.55,S,True,Southampton,True,-0.10128291979289035,-0.11160884140263685
1,3,female,28.0,1,0,16.1,S,False,Southampton,False,-0.10128291979289035,-0.321880969624713
1,2,female,42.0,1,0,26.0,S,False,Southampton,False,0.9768898179119057,-0.12267579551958825
0,3,male,17.0,0,0,7.125,S,True,Southampton,True,-0.9484186422752301,-0.5024735390786015
0,1,male,50.0,1,0,55.9,S,True,Southampton,False,1.5929885251717892,0.4789640737474048
1,1,female,14.0,1,2,120.0,S,False,Southampton,False,-1.1794556574976864,1.7687672717411926
0,3,female,21.0,2,2,34.375,S,False,Southampton,False,-0.6403692886452884,0.045843733079444095
1,2,female,24.0,2,3,18.75,S,False,Southampton,False,-0.40933227342283207,-0.26855837251576553
0,1,male,64.0,1,4,263.0,S,True,Southampton,False,2.6711612628765855,4.646175342148551
0,2,male,31.0,0,0,10.5,S,True,Southampton,True,0.12975409542956595,-0.4345626842700362
1,2,female,45.0,1,1,26.25,S,False,Southampton,False,1.207926833134362,-0.1176453618300649
0,3,male,20.0,0,0,9.5,S,True,Southampton,True,-0.7173816270527738,-0.4546844190281296
0,3,male,25.0,1,0,7.775,S,True,Southampton,False,-0.3323199350153466,-0.4893944114858408
1,2,female,28.0,0,0,13.0,S,False,Southampton,True,-0.10128291979289035,-0.38425834737480263
1,3,male,28.0,0,0,8.1125,S,True,Southampton,True,-0.10128291979289035,-0.4826033260049842
1,1,male,4.0,0,2,81.8583,S,False,Southampton,False,-1.9495790415725407,1.0012901011184212
1,2,female,13.0,0,1,19.5,S,False,Southampton,False,-1.2564679959051719,-0.25346707144719544
1,1,male,34.0,0,0,26.55,S,True,Southampton,True,0.36079111065202224,-0.11160884140263685
1,3,female,5.0,2,1,19.2583,C,False,Cherbourg,False,-1.8725667031650552,-0.25833049473822667
1,1,male,52.0,0,0,30.5,S,True,Southampton,True,1.74701320198676,-0.03212798910816789
0,2,male,36.0,1,2,27.75,S,True,Southampton,False,0.5148157874669931,-0.08746275969292477
0,3,male,28.0,1,0,19.9667,S,True,Southampton,False,-0.10128291979289035,-0.24407625783559325
0,1,male,30.0,0,0,27.75,C,True,Cherbourg,True,0.05274175702208052,-0.08746275969292477
1,1,male,49.0,1,0,89.1042,C,True,Cherbourg,False,1.5159761867643038,1.1470901790020904
0,3,male,28.0,0,0,8.05,S,True,Southampton,True,-0.10128291979289035,-0.48386093442736505
1,3,male,29.0,0,0,7.8958,C,True,Cherbourg,True,-0.024270581385404912,-0.486963705927063
0,1,male,65.0,0,0,26.55,S,True,Southampton,True,2.748173601284071,-0.11160884140263685
1,1,female,28.0,1,0,51.8625,S,False,Southampton,False,-0.10128291979289035,0.39772256966160263
1,2,female,50.0,0,0,10.5,S,False,Southampton,True,1.5929885251717892,-0.4345626842700362
0,3,male,28.0,0,0,7.75,Q,True,Queenstown,True,-0.10128291979289035,-0.4898974548547931
1,1,male,48.0,0,0,26.55,S,True,Southampton,True,1.4389638483568183,-0.11160884140263685
0,3,male,34.0,0,0,8.05,S,True,Southampton,True,0.36079111065202224,-0.48386093442736505
0,1,male,47.0,0,0,38.5,S,True,Southampton,True,1.361951509949333,0.12884588895657945
0,2,male,48.0,0,0,13.0,S,True,Southampton,True,1.4389638483568183,-0.38425834737480263
0,3,male,28.0,0,0,8.05,S,True,Southampton,True,-0.10128291979289035,-0.48386093442736505
0,3,male,38.0,0,0,7.05,S,True,Southampton,True,0.668840464281964,-0.5039826691854584
0,2,male,28.0,0,0,0.0,S,True,Southampton,True,-0.10128291979289035,-0.6458408992300171
0,1,male,56.0,0,0,26.55,S,True,Southampton,True,2.055062555616702,-0.11160884140263685
0,3,male,28.0,0,0,7.725,Q,True,Queenstown,True,-0.10128291979289035,-0.4904004982237454
1,3,female,0.75,2,1,19.2583,C,False,Cherbourg,False,-2.1998691413968685,-0.25833049473822667
0,3,male,28.0,0,0,7.25,S,True,Southampton,True,-0.10128291979289035,-0.4999583222338398
0,3,male,38.0,0,0,8.6625,S,True,Southampton,True,0.668840464281964,-0.4715363718880328
1,2,female,33.0,1,2,27.75,S,False,Southampton,False,0.2837787722445368,-0.08746275969292477
1,2,female,23.0,0,0,13.7917,C,False,Cherbourg,True,-0.4863446118303175,-0.3683279699668201
0,3,female,22.0,0,0,9.8375,S,False,Southampton,True,-0.563356950237803,-0.4478933335472731
0,1,male,28.0,0,0,52.0,S,True,Southampton,True,-0.10128291979289035,0.40048930819084055
0,2,male,34.0,1,0,21.0,S,True,Southampton,False,0.36079111065202224,-0.22328446931005533
0,3,male,29.0,1,0,7.0458,S,True,Southampton,False,-0.024270581385404912,-0.5040671804714425
0,3,male,22.0,0,0,7.5208,S,True,Southampton,True,-0.563356950237803,-0.494509356461348
1,3,female,2.0,0,1,12.2875,S,False,Southampton,False,-2.1036037183875114,-0.39859508338994415
0,3,male,9.0,5,2,46.9,S,False,Southampton,False,-1.5645173495351135,0.2978684609245641
0,2,male,28.0,0,0,0.0,S,True,Southampton,True,-0.10128291979289035,-0.6458408992300171
0,3,male,50.0,0,0,8.05,S,True,Southampton,True,1.5929885251717892,-0.48386093442736505
1,3,female,63.0,0,0,9.5875,S,False,Southampton,True,2.5941489244691,-0.45292376723679645
1,1,male,25.0,1,0,91.0792,C,True,Cherbourg,False,-0.3323199350153466,1.1868306051493247
0,3,female,28.0,3,1,25.4667,S,False,Southampton,False,-0.10128291979289035,-0.13340671666607948
1,1,female,35.0,1,0,90.0,S,False,Southampton,False,0.4378034490595077,1.1651152289983904
0,1,male,58.0,0,0,29.7,C,True,Cherbourg,True,2.209087232431673,-0.04822537691464263
0,3,male,30.0,0,0,8.05,S,True,Southampton,True,0.05274175702208052,-0.48386093442736505
1,3,male,9.0,1,1,15.9,S,False,Southampton,False,-1.5645173495351135,-0.32590531657633176
0,3,male,28.0,1,0,19.9667,S,True,Southampton,False,-0.10128291979289035,-0.24407625783559325
0,3,male,21.0,0,0,7.25,S,True,Southampton,True,-0.6403692886452884,-0.4999583222338398
0,1,male,55.0,0,0,30.5,S,True,Southampton,True,1.9780502172092163,-0.03212798910816789
0,1,male,71.0,0,0,49.5042,C,True,Cherbourg,True,3.2102476317289836,0.3502694825815909
0,3,male,21.0,0,0,8.05,S,True,Southampton,True,-0.6403692886452884,-0.48386093442736505
0,3,male,28.0,0,0,14.4583,C,True,Cherbourg,True,-0.10128291979289035,-0.354914821577075
1,1,female,54.0,1,0,78.2667,C,False,Cherbourg,False,1.9010378788017308,0.9290208785612528
0,3,male,28.0,0,0,15.1,S,True,Southampton,True,-0.10128291979289035,-0.34200270438280644
0,1,female,25.0,1,2,151.55,S,False,Southampton,False,-0.3323199350153466,2.40360800335904
0,3,male,24.0,0,0,7.7958,S,True,Southampton,True,-0.40933227342283207,-0.4889758794028724
0,3,male,17.0,0,0,8.6625,S,True,Southampton,True,-0.9484186422752301,-0.4715363718880328
0,3,female,21.0,0,0,7.75,Q,False,Queenstown,True,-0.6403692886452884,-0.4898974548547931
0,3,female,28.0,0,0,7.6292,Q,False,Queenstown,True,-0.10128291979289035,-0.49232816041357075
0,3,female,37.0,0,0,9.5875,S,False,Southampton,True,0.5918281258744785,-0.45292376723679645
1,1,female,16.0,0,0,86.5,S,False,Southampton,True,-1.0254309806827155,1.0946891573450634
0,1,male,18.0,1,0,108.9,C,True,Cherbourg,False,-0.8714063038677446,1.5454160159263557
1,2,female,33.0,0,2,26.0,S,False,Southampton,False,0.2837787722445368,-0.12267579551958825
1,1,male,28.0,0,0,26.55,S,True,Southampton,True,-0.10128291979289035,-0.11160884140263685
0,3,male,28.0,0,0,22.525,S,True,Southampton,True,-0.10128291979289035,-0.1925988238039629
1,3,male,26.0,0,0,56.4958,S,True,Southampton,True,-0.25530759660786123,0.49095260331627694
1,3,male,29.0,0,0,7.75,Q,True,Queenstown,True,-0.024270581385404912,-0.4898974548547931
0,3,male,28.0,0,0,8.05,S,True,Southampton,True,-0.10128291979289035,-0.48386093442736505
1,1,male,36.0,0,0,26.2875,S,True,Southampton,True,0.5148157874669931,-0.11689079677663637
1,1,female,54.0,1,0,59.4,C,False,Cherbourg,False,1.9010378788017308,0.5493901454007317
0,3,male,24.0,0,0,7.4958,S,True,Southampton,True,-0.40933227342283207,-0.49501239983030043
0,1,male,47.0,0,0,34.0208,S,True,Southampton,True,1.361951509949333,0.038716614628127435
1,2,female,34.0,0,0,10.5,S,False,Southampton,True,0.36079111065202224,-0.4345626842700362
0,3,male,28.0,0,0,24.15,Q,True,Queenstown,True,-0.10128291979289035,-0.1599010048220611
1,2,female,36.0,1,0,26.0,S,False,Southampton,False,0.5148157874669931,-0.12267579551958825
0,3,male,32.0,0,0,7.8958,S,True,Southampton,True,0.20676643383705137,-0.486963705927063
1,1,female,30.0,0,0,93.5,S,False,Southampton,True,0.05274175702208052,1.2355413006517173
0,3,male,22.0,0,0,7.8958,S,True,Southampton,True,-0.563356950237803,-0.486963705927063
0,3,male,28.0,0,0,7.225,C,True,Cherbourg,True,-0.10128291979289035,-0.5004613656027921
1,1,female,44.0,0,1,57.9792,C,False,Cherbourg,False,1.1309144947268766,0.5208011846564327
0,3,male,28.0,0,0,7.2292,C,True,Cherbourg,True,-0.10128291979289035,-0.5003768543168081
0,3,male,40.5,0,0,7.75,Q,True,Queenstown,True,0.8613713103006776,-0.4898974548547931
1,2,female,50.0,0,0,10.5,S,False,Southampton,True,1.5929885251717892,-0.4345626842700362
0,1,male,28.0,0,0,221.7792,S,True,Southampton,True,-0.10128291979289035,3.816741338032134
0,3,male,39.0,0,0,7.925,S,True,Southampton,True,0.7458528026894494,-0.4863761512721267
0,2,male,23.0,2,1,11.5,S,True,Southampton,False,-0.4863446118303175,-0.41444094951194277
1,2,female,2.0,1,1,26.0,S,False,Southampton,False,-2.1036037183875114,-0.12267579551958825
0,3,male,28.0,0,0,7.2292,C,True,Cherbourg,True,-0.10128291979289035,-0.5003768543168081
0,3,male,17.0,1,1,7.2292,C,True,Cherbourg,False,-0.9484186422752301,-0.5003768543168081
1,3,female,28.0,0,2,22.3583,C,False,Cherbourg,False,-0.10128291979289035,-0.19595311698813705
0,3,female,30.0,0,0,8.6625,S,False,Southampton,True,0.05274175702208052,-0.4715363718880328
1,2,female,7.0,0,2,26.25,S,False,Southampton,False,-1.7185420263500844,-0.1176453618300649
0,1,male,45.0,0,0,26.55,S,True,Southampton,True,1.207926833134362,-0.11160884140263685
1,1,female,30.0,0,0,106.425,C,False,Cherbourg,True,0.05274175702208052,1.4956147224000746
0,3,male,28.0,0,0,14.5,S,True,Southampton,True,-0.10128291979289035,-0.3540757452376625
1,1,female,22.0,0,2,49.5,C,False,Cherbourg,False,-0.563356950237803,0.350184971295607
1,1,female,36.0,0,2,71.0,S,False,Southampton,False,0.5148157874669931,0.7828022685946154
0,3,female,9.0,4,2,31.275,S,False,Southampton,False,-1.5645173495351135,-0.016533644670645515
0,3,female,11.0,4,2,31.275,S,False,Southampton,False,-1.4104926727201428,-0.016533644670645515
1,2,male,32.0,1,0,26.0,S,True,Southampton,False,0.20676643383705137,-0.12267579551958825
0,1,male,50.0,1,0,106.425,C,True,Cherbourg,False,1.5929885251717892,1.4956147224000746
0,1,male,64.0,0,0,26.0,S,True,Southampton,True,2.6711612628765855,-0.12267579551958825
1,2,female,19.0,1,0,26.0,S,False,Southampton,False,-0.7943939654602592,-0.12267579551958825
1,2,male,28.0,0,0,13.8625,C,True,Cherbourg,True,-0.10128291979289035,-0.3669033511459471
0,3,male,33.0,1,1,20.525,S,True,Southampton,False,0.2837787722445368,-0.23284229332014972
1,2,male,8.0,1,1,36.75,S,False,Southampton,False,-1.641529687942599,0.09363285312991595
1,1,male,17.0,0,2,110.8833,C,True,Cherbourg,False,-0.9484186422752301,1.5853234524720827
0,2,male,27.0,0,0,26.0,S,True,Southampton,True,-0.17829525820037578,-0.12267579551958825
0,3,male,28.0,0,0,7.8292,Q,True,Queenstown,True,-0.10128291979289035,-0.48830381346195206
1,3,male,22.0,0,0,7.225,C,True,Cherbourg,True,-0.563356950237803,-0.5004613656027921
1,3,female,22.0,0,0,7.775,S,False,Southampton,True,-0.563356950237803,-0.4893944114858408
0,1,male,62.0,0,0,26.55,S,True,Southampton,True,2.5171365860616146,-0.11160884140263685
1,1,female,48.0,1,0,39.6,C,False,Cherbourg,False,1.4389638483568183,0.1509797971904822
0,1,male,28.0,0,0,227.525,C,True,Cherbourg,True,-0.10128291979289035,3.932356801605187
1,1,female,39.0,1,1,79.65,S,False,Southampton,False,0.7458528026894494,0.9568552742521236
1,3,female,36.0,1,0,17.4,S,False,Southampton,False,0.5148157874669931,-0.2957227144391916
0,3,male,28.0,0,0,7.75,Q,True,Queenstown,True,-0.10128291979289035,-0.4898974548547931
0,3,male,40.0,0,0,7.8958,S,True,Southampton,True,0.8228651410969349,-0.486963705927063
0,2,male,28.0,0,0,13.5,S,True,Southampton,True,-0.10128291979289035,-0.3741974799957559
0,3,male,28.0,0,0,8.05,S,True,Southampton,True,-0.10128291979289035,-0.48386093442736505
0,3,female,28.0,0,0,8.05,S,False,Southampton,True,-0.10128291979289035,-0.48386093442736505
0,3,male,24.0,2,0,24.15,S,True,Southampton,False,-0.40933227342283207,-0.1599010048220611
0,3,male,19.0,0,0,7.8958,S,True,Southampton,True,-0.7943939654602592,-0.486963705927063
0,3,female,29.0,0,4,21.075,S,False,Southampton,False,-0.024270581385404912,-0.22177533920319834
